Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address,English_Address
684,500085061,2,-1,"[(116.33725809725435, 40.0094652635661)]",,,"双清路东侧, 距离月泉路和双清路交叉口南角450m","on the east side of Shuangqing Road, 450m from the south corner of the junction of Yuequan Road and Shuangqing Road"
685,500085362,2,-1,"[(116.34759298722285, 40.01854179679492)]",,,"G6辅路东侧, 距离学清路和G6辅路交叉口东南角250m","on the east side of G6 Auxiliary Road, 250m from the southeast corner of the junction of unknown road and G6 Auxiliary Road"
686,500085488,2,-1,"[(116.31218045800144, 40.015387651650826)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
687,500086112,2,-1,"[(116.30878334765055, 40.00467949366846)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口南角950m","on the east side of unknown road, 950m from the south corner of the junction of Heqing Road and unknown road"
688,500086255,2,-1,"[(116.30598818326199, 40.01450419638006)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角600m","on the east side of unknown road, 600m from the east corner of the junction of unknown road and unknown road"
689,500086307,2,-1,"[(116.35711820695352, 40.010612215920155)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角250m","on the east side of G6 Auxiliary Road, 250m from the north corner of the junction of unknown road and G6 Auxiliary Road"
690,500086538,2,-1,"[(116.34843626031257, 39.99603631423575)]",,,"学院路东侧, 距离志新路和学院路交叉口北角400m","on the east side of Xueyuan Road, 400m from the north corner of the junction of Zhixin Road and Xueyuan Road"
691,500086984,2,-1,"[(116.30907355671896, 39.9979692465405)]",,,"中关村北大街东侧, 距离清华西路和中关村北大街交叉口南角50m","on the east side of Zhongguancun North Street, 50m from the south corner of the junction of Tsinghua West Road and Zhongguancun North Street"
692,500087028,2,-1,"[(116.35870758084607, 39.99428066994067)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
693,500087096,2,-1,"[(116.30284352076376, 40.01473824298257)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角350m","on the east side of unknown road, 350m from the east corner of the junction of unknown road and unknown road"
694,500087139,2,-1,"[(116.34754907622812, 40.01652045531522)]",,,"学清路东侧, 距离月泉路和学清路交叉口东北角250m","on the east side of Xueqing Road, 250m from the northeast corner of the junction of Yuequan Road and Xueqing Road"
695,500087270,2,-1,"[(116.34682455626685, 40.013927513507916)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口西南角150m","on the east side of G6 Auxiliary Road, 150m from the southwest corner of the junction of unknown road and G6 Auxiliary Road"
696,500087277,2,-1,"[(116.30836243500289, 40.019219612353275)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
697,500087504,2,-1,"[(116.35847632112093, 40.007190434063986)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口东南角250m","on the east side of Beijing-Tibet Expressway, 250m from the southeast corner of the junction of unknown road and Beijing-Tibet Expressway"
698,500087902,2,-1,"[(116.35659874241827, 40.013502837729966)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角550m","on the east side of G6 Auxiliary Road, 550m from the north corner of the junction of unknown road and G6 Auxiliary Road"
699,500088030,2,-1,"[(116.32899767682038, 39.99591268183225)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东北角250m","on the east side of Shuangqing Road, 250m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
700,500088292,2,-1,"[(116.32871674127158, 39.99549303201791)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东北角200m","on the east side of Shuangqing Road, 200m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
701,500088550,2,-1,"[(116.30349293440555, 40.018928502803064)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
702,500088618,2,-1,"[(116.35622986282925, 40.009803544954295)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口西角50m","on the east side of Beijing-Tibet Expressway, 50m from the west corner of the junction of unknown road and Beijing-Tibet Expressway"
703,500088812,2,-1,"[(116.31190175980464, 40.01502457384731)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角350m","on the east side of Zhongguancun North Street, 350m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
704,500088834,2,-1,"[(116.32971505982115, 40.00957936152571)]",,,"京新高速东侧, 距离未知路名和京新高速交叉口东南角550m","on the east side of Beijing Xin'gan Expressway, 550m from the southeast corner of the junction of unknown road and Beijing Xin'gan Expressway"
705,500089036,2,-1,"[(116.3565388536747, 40.013452927320316)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角550m","on the east side of G6 Auxiliary Road, 550m from the north corner of the junction of unknown road and G6 Auxiliary Road"
706,500089044,2,-1,"[(116.33351818059559, 39.995772790232635)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
707,500089218,2,-1,"[(116.35963447312817, 40.006538852616075)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角50m","on the east side of Beijing-Tibet Expressway, 50m from the north corner of the junction of unknown road and Beijing-Tibet Expressway"
708,500089470,2,-1,"[(116.3518395780433, 39.99663080260813)]",,,"清华东路东侧, 距离学清路和清华东路交叉口东南角400m","on the east side of Tsinghua East Road, 400m from the southeast corner of the junction of Xueyuan Road and Tsinghua East Road"
709,500089848,2,-1,"[(116.3346957241348, 39.99429065635258)]",,,"王庄路东侧, 距离成府路和王庄路交叉口北角300m","on the east side of Wangzhuang Road, 300m from the north corner of the junction of Chengfu Road and Wangzhuang Road"
710,500090508,2,-1,"[(116.34945128486038, 40.01934360944738)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东南角350m","on the east side of unknown road, 350m from the southeast corner of the junction of unknown road and unknown road"
711,500090802,2,-1,"[(116.30845227235713, 40.018949458672836)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
712,500091056,2,-1,"[(116.34621949880201, 40.01348324722599)]",,,"学清路东侧, 距离石板房南路和学清路交叉口北角750m","on the east side of Xueqing Road, 750m from the north corner of the junction of North Road of Forestry University and Xueqing Road"
713,500091263,2,-1,"[(116.33775696643843, 40.00971434021031)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角400m","on the east side of Shuangqing Road, 400m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
714,500091319,2,-1,"[(116.3041916815675, 40.01716733005017)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
715,500091601,2,-1,"[(116.30880146357143, 40.019288795193184)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角350m","on the east side of Information Road, 350m from the north corner of the junction of Zhongguancun North Street and Information Road"
716,500091776,2,-1,"[(116.32878921660038, 39.993511824012614)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东角50m","on the east side of Shuangqing Road, 50m from the east corner of the junction of Zhongguancun East Road and Shuangqing Road"
717,500091978,2,-1,"[(116.31668411849422, 40.01656403538604)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东南角50m","on the east side of unknown road, 50m from the southeast corner of the junction of North Fifth Ring Road and unknown road"
718,500092806,2,-1,"[(116.33537417341397, 39.994559385443615)]",,,"王庄路东侧, 距离成府路和王庄路交叉口北角300m","on the east side of Wangzhuang Road, 300m from the north corner of the junction of Chengfu Road and Wangzhuang Road"
719,500093516,2,-1,"[(116.32860962534704, 39.993532165497214)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东角50m","on the east side of Shuangqing Road, 50m from the east corner of the junction of Zhongguancun East Road and Shuangqing Road"
720,500093654,2,-1,"[(116.30860143565239, 40.01877322050575)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角250m","on the east side of Information Road, 250m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
721,500093755,2,-1,"[(116.30388868951998, 40.01503216407498)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角450m","on the east side of unknown road, 450m from the east corner of the junction of unknown road and unknown road"
722,500093903,2,-1,"[(116.30869568443543, 40.00357487690242)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1050m","on the east side of Zhongguancun North Street, 1050m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
723,500094079,2,-1,"[(116.35870758084607, 39.99428066994067)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
724,500094109,2,-1,"[(116.33535258996898, 40.006185319080885)]",,,"双清路东侧, 距离清华东路和双清路交叉口北角750m","on the east side of Shuangqing Road, 750m from the north corner of the junction of Tsinghua East Road and Shuangqing Road"
725,500094153,2,-1,"[(116.35857811518085, 39.994416653687146)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
726,500094250,2,-1,"[(116.33909732758003, 40.011381474763965)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角600m","on the east side of Shuangqing Road, 600m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
727,500094269,2,-1,"[(116.33114129662972, 40.01360647479168)]",,,"京新高速东侧, 距离月泉路和京新高速交叉口东角150m","on the east side of Beijing Xin'gan Expressway, 150m from the east corner of the junction of Yuequan Road and Beijing Xin'gan Expressway"
728,500094493,2,-1,"[(116.31487810660056, 40.01751743850326)]",,,"北五环东侧, 距离北五环和北五环交叉口东角1000m","on the east side of North Fifth Ring Road, 1000m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
729,500095166,2,-1,"[(116.35857811518085, 39.994416653687146)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
730,500095347,2,-1,"[(116.33229318130417, 40.00046542435983)]",,,"双清路东侧, 距离双清路和双清路交叉口西南角300m","on the east side of Shuangqing Road, 300m from the southwest corner of the junction of Shuangqing Road and Shuangqing Road"
731,500095458,2,-1,"[(116.33106856501858, 39.99308279689315)]",,,"荷清路东侧, 距离东升南路和荷清路交叉口北角150m","on the east side of Heqing Road, 150m from the north corner of the junction of Chengfu Road and Heqing Road"
732,500095701,2,-1,"[(116.35782283504327, 39.99581492431024)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角450m","on the east side of Zhixin West Road, 450m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
733,500095917,2,-1,"[(116.33400470006158, 39.996095345160526)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
734,500095962,2,-1,"[(116.33984194704924, 40.01338039626076)]",,,"月泉路东侧, 距离双清路和月泉路交叉口东南角50m","on the east side of Yuequan Road, 50m from the southeast corner of the junction of Shuangqing Road and Yuequan Road"
735,500096452,2,-1,"[(116.33720822766557, 40.00930536210849)]",,,"双清路东侧, 距离月泉路和双清路交叉口南角500m","on the east side of Shuangqing Road, 500m from the south corner of the junction of Yuequan Road and Shuangqing Road"
736,500096476,2,-1,"[(116.30841239379322, 40.01867954521569)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角250m","on the east side of Information Road, 250m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
737,500096649,2,-1,"[(116.3303569827561, 39.99709975160557)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东北角450m","on the east side of Shuangqing Road, 450m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
738,500096874,2,-1,"[(116.31518512626151, 40.01741236649202)]",,,"北五环东侧, 距离北五环和北五环交叉口东角1050m","on the east side of North Fifth Ring Road, 1050m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
739,500097026,2,-1,"[(116.30844617227693, 40.019055930968676)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
740,500097987,2,-1,"[(116.33902551430928, 39.99929249442734)]",,,"清华东路东侧, 距离王庄路和清华东路交叉口东角400m","on the east side of Tsinghua East Road, 400m from the east corner of the junction of Shuangqing Road and Tsinghua East Road"
741,500098149,2,-1,"[(116.3332047919153, 40.00451948005781)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口西南角250m","on the east side of Shuangqing Road, 250m from the southwest corner of the junction of North Road of Forestry University and Shuangqing Road"
742,500098545,2,-1,"[(116.34392503248269, 39.9993938042974)]",,,"清华东路东侧, 距离王庄路和清华东路交叉口东角850m","on the east side of Tsinghua East Road, 850m from the east corner of the junction of Shuangqing Road and Tsinghua East Road"
743,500098699,2,-1,"[(116.35499983754477, 40.01341207959313)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角450m","on the east side of Beijing-Tibet Expressway, 450m from the north corner of the junction of unknown road and Beijing-Tibet Expressway"
744,500098711,2,-1,"[(116.34814687546603, 39.995726805314035)]",,,"学院路东侧, 距离志新路和学院路交叉口北角400m","on the east side of Xueyuan Road, 400m from the north corner of the junction of Zhixin Road and Xueyuan Road"
745,500099175,2,-1,"[(116.29403470817059, 39.99593574034034)]",,,"颐和园路东侧, 距离二龙闸路和颐和园路交叉口东角350m","on the east side of Yiheyuan Road, 350m from the east corner of the junction of Erlongzha Road and Yiheyuan Road"
746,500099818,2,-1,"[(116.33997200817497, 40.01767004517242)]",,,"双清路东侧, 距离双清路和双清路交叉口西南角300m","on the east side of Shuangqing Road, 300m from the southwest corner of the junction of Shuangqing Road and Shuangqing Road"
747,500100001,2,-1,"[(116.30843232614912, 40.01886949937826)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
748,500100007,2,-1,"[(116.30848419794926, 40.00314011604295)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1100m","on the east side of Zhongguancun North Street, 1100m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
749,500100108,2,-1,"[(116.35679410786356, 40.010506852841246)]",,,"未知路名东侧, 距离京藏高速和未知路名交叉口北角50m","on the east side of unknown road, 50m from the north corner of the junction of Beijing-Tibet Expressway and unknown road"
750,500100154,2,-1,"[(116.33835566125221, 40.009643252860435)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角400m","on the east side of Shuangqing Road, 400m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
751,500100514,2,-1,"[(116.33708453357019, 40.016908241027494)]",,,"双清路东侧, 距离双清路和双清路交叉口西南角450m","on the east side of Shuangqing Road, 450m from the southwest corner of the junction of Shuangqing Road and Shuangqing Road"
752,500100582,2,-1,"[(116.30545099737058, 40.01389006882811)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角550m","on the east side of unknown road, 550m from the east corner of the junction of unknown road and unknown road"
753,500100865,2,-1,"[(116.33791743674479, 40.01072751871813)]",,,"双清路东侧, 距离月泉路和双清路交叉口南角300m","on the east side of Shuangqing Road, 300m from the south corner of the junction of Yuequan Road and Shuangqing Road"
754,500100940,2,-1,"[(116.30549919978051, 40.01476507498293)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角550m","on the east side of unknown road, 550m from the east corner of the junction of unknown road and unknown road"
755,500101350,2,-1,"[(116.33213156682552, 39.99377547831408)]",,,"荷清路东侧, 距离东升南路和荷清路交叉口东北角250m","on the east side of Heqing Road, 250m from the northeast corner of the junction of Chengfu Road and Heqing Road"
756,500101399,2,-1,"[(116.34101624073207, 40.00990604213855)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角550m","on the east side of Shuangqing Road, 550m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
757,500101661,2,-1,"[(116.30865179583834, 40.01925907428216)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
758,500101671,2,-1,"[(116.30942038420845, 40.017177756316215)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角100m","on the east side of Information Road, 100m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
759,500102316,2,-1,"[(116.30817483703403, 40.00344067555636)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口南角1050m","on the east side of Zhongguancun North Street, 1050m from the south corner of the junction of Heqing Road and Zhongguancun North Street"
760,500102397,2,-1,"[(116.35809666393753, 40.00954086486505)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口北角100m","on the east side of G6 Auxiliary Road, 100m from the north corner of the junction of unknown road and G6 Auxiliary Road"
761,500102582,2,-1,"[(116.35589552648828, 40.00103531346266)]",,,"清华东路东侧, 距离志新西路和清华东路交叉口西北角200m","on the east side of Tsinghua East Road, 200m from the northwest corner of the junction of Zhixin West Road and Tsinghua East Road"
762,500102734,2,-1,"[(116.31205478050703, 40.01506290366087)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角350m","on the east side of Zhongguancun North Street, 350m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
763,500102784,2,-1,"[(116.32871674127158, 39.99549303201791)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东北角200m","on the east side of Shuangqing Road, 200m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
764,500102858,2,-1,"[(116.33211089884846, 39.99940527642933)]",,,"清华东路东侧, 距离荷清路和清华东路交叉口东角50m","on the east side of Tsinghua East Road, 50m from the east corner of the junction of Heqing Road and Tsinghua East Road"
765,500103026,2,-1,"[(116.30792344444546, 40.018825442679926)]",,,"信息路东侧, 距离信息路和信息路交叉口南角50m","on the east side of Information Road, 50m from the south corner of the junction of Information Road and Information Road"
766,500103064,2,-1,"[(116.30595769369634, 40.018904047492086)]",,,"未知路名东侧, 距离信息路和未知路名交叉口西北角300m","on the east side of unknown road, 300m from the northwest corner of the junction of Zhongguancun North Street and unknown road"
767,500103258,2,-1,"[(116.29729035300039, 40.016275109577094)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角1350m","on the east side of North Fifth Ring Road, 1350m from the west corner of the junction of unknown road and North Fifth Ring Road"
768,500103263,2,-1,"[(116.33211153097011, 39.99441548890745)]",,,"荷清路东侧, 距离东升南路和荷清路交叉口北角300m","on the east side of Heqing Road, 300m from the north corner of the junction of Chengfu Road and Heqing Road"
769,500103385,2,-1,"[(116.3385654641479, 40.00758296415052)]",,,"林业大学北路东侧, 距离静淑苑路和林业大学北路交叉口西角350m","on the east side of North Road of Forestry University, 350m from the west corner of the junction of Jingshu Yuan Road and North Road of Forestry University"
770,500103387,2,-1,"[(116.30907086516332, 40.01933829244545)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角350m","on the east side of Information Road, 350m from the north corner of the junction of Zhongguancun North Street and Information Road"
771,500103452,2,-1,"[(116.34956108637749, 40.01921343704469)]",,,"京藏高速东侧, 距离清河桥和京藏高速交叉口东南角650m","on the east side of Beijing-Tibet Expressway, 650m from the southeast corner of the junction of Qinghe Bridge and Beijing-Tibet Expressway"
772,500103457,2,-1,"[(116.34378503611237, 40.00166394868566)]",,,"静淑苑路东侧, 距离清华东路和静淑苑路交叉口北角200m","on the east side of Jingshu Yuan Road, 200m from the north corner of the junction of Tsinghua East Road and Jingshu Yuan Road"
773,500103551,2,-1,"[(116.30333442595807, 40.01460338663498)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角400m","on the east side of unknown road, 400m from the east corner of the junction of unknown road and unknown road"
774,500103690,2,-1,"[(116.34623062801774, 40.014260377733656)]",,,"学清路东侧, 距离月泉路和学清路交叉口东北角50m以内","on the east side of Xueqing Road, within 50m from the northeast corner of the junction of Yuequan Road and Xueqing Road"
775,500103804,2,-1,"[(116.32183703135152, 40.01335407079167)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口西北角1850m","on the east side of Heqing Road, 1850m from the northwest corner of the junction of Tsinghua East Road and Heqing Road"
776,500103942,2,-1,"[(116.31479879132232, 40.01732857933677)]",,,"北五环东侧, 距离北五环和北五环交叉口东角1000m","on the east side of North Fifth Ring Road, 1000m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
777,500104353,2,-1,"[(116.30360271468324, 40.01883831029576)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角800m","on the east side of North Fifth Ring Road, 800m from the west corner of the junction of unknown road and North Fifth Ring Road"
778,500105245,2,-1,"[(116.34172875843367, 40.00655733823199)]",,,"林业大学北路东侧, 距离静淑苑路和林业大学北路交叉口西角50m","on the east side of North Road of Forestry University, 50m from the west corner of the junction of Jingshu Yuan Road and North Road of Forestry University"
779,500105300,2,-1,"[(116.30672694821276, 40.01858246284851)]",,,"未知路名东侧, 距离信息路和未知路名交叉口西北角300m","on the east side of unknown road, 300m from the northwest corner of the junction of Zhongguancun North Street and unknown road"
780,500105370,2,-1,"[(116.34573986511643, 40.010460198526125)]",,,"学清路东侧, 距离月泉路和学清路交叉口南角350m","on the east side of Xueqing Road, 350m from the south corner of the junction of Yuequan Road and Xueqing Road"
781,500105527,2,-1,"[(116.35723834646537, 40.00789216492005)]",,,"科荟桥东侧, 距离石板房南路和科荟桥交叉口东角350m","on the east side of Ke Hui Bridge, 350m from the east corner of the junction of Shibanfang South Road and Ke Hui Bridge"
782,500105704,2,-1,"[(116.31245405133792, 40.013752210535024)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角250m","on the east side of Zhongguancun North Street, 250m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
783,500106112,2,-1,"[(116.33829810352238, 40.01047506697887)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角500m","on the east side of Shuangqing Road, 500m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
784,500106737,2,-1,"[(116.34691293827116, 39.998584126472394)]",,,"学院路东侧, 距离志新路和学院路交叉口北角700m","on the east side of Xueyuan Road, 700m from the north corner of the junction of Zhixin Road and Xueyuan Road"
785,500106803,2,-1,"[(116.35624097470689, 40.000943920326044)]",,,"清华东路东侧, 距离志新西路和清华东路交叉口西北角200m","on the east side of Tsinghua East Road, 200m from the northwest corner of the junction of Zhixin West Road and Tsinghua East Road"
786,500107078,2,-1,"[(116.3559973975035, 40.01170460262156)]",,,"未知路名东侧, 距离京藏高速和未知路名交叉口北角200m","on the east side of unknown road, 200m from the north corner of the junction of Beijing-Tibet Expressway and unknown road"
787,500107319,2,-1,"[(116.33404694931109, 39.99610178802671)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
788,500107331,2,-1,"[(116.30923056671246, 40.018918015220024)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
789,500107476,2,-1,"[(116.33370780580132, 39.99536245304617)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角400m","on the east side of Wangzhuang Road, 400m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
790,500107580,2,-1,"[(116.31284296199796, 40.01546139684913)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角400m","on the east side of Zhongguancun North Street, 400m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
791,500107686,2,-1,"[(116.31023862019701, 40.01669623869857)]",,,"北五环东侧, 距离北五环和北五环交叉口东角600m","on the east side of North Fifth Ring Road, 600m from the east corner of the junction of North Fifth Ring Road and North Fifth Ring Road"
792,500107805,2,-1,"[(116.30354274888352, 40.01956838344441)]",,,"未知路名东侧, 距离信息路和未知路名交叉口西北角400m","on the east side of unknown road, 400m from the northwest corner of the junction of Zhongguancun North Street and unknown road"
793,500107826,2,-1,"[(116.32958484950697, 40.013579427333134)]",,,"月泉路东侧, 距离毛纺路和月泉路交叉口西角100m","on the east side of Yuequan Road, 100m from the west corner of the junction of Maofang Road and Yuequan Road"
794,500107856,2,-1,"[(116.3480705494217, 39.99951806194178)]",,,"清华东路东侧, 距离学清路和清华东路交叉口东角100m","on the east side of Tsinghua East Road, 100m from the east corner of the junction of Xueyuan Road and Tsinghua East Road"
795,500107997,2,-1,"[(116.33827183321775, 40.00973540113098)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角450m","on the east side of Shuangqing Road, 450m from the northeast corner of the junction of North Road of Forestry University and Shuangqing Road"
796,500108306,2,-1,"[(116.35857778120786, 39.994420845978176)]",,,"志新西路东侧, 距离清华东路和志新西路交叉口南角600m","on the east side of Zhixin West Road, 600m from the south corner of the junction of Tsinghua East Road and Zhixin West Road"
797,500108610,2,-1,"[(116.30860378446464, 40.004339841718185)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口南角1000m","on the east side of unknown road, 1000m from the south corner of the junction of Heqing Road and unknown road"
798,500109291,2,-1,"[(116.30474070288834, 40.0156864079198)]",,,"未知路名东侧, 距离北五环和未知路名交叉口东角100m","on the east side of unknown road, 100m from the east corner of the junction of North Fifth Ring Road and unknown road"
799,500109423,2,-1,"[(116.33012570255173, 39.99712912809941)]",,,"双清路东侧, 距离中关村东路和双清路交叉口东北角450m","on the east side of Shuangqing Road, 450m from the northeast corner of the junction of Zhongguancun East Road and Shuangqing Road"
800,500109659,2,-1,"[(116.3016373095988, 40.0149119886535)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口东角250m","on the east side of unknown road, 250m from the east corner of the junction of unknown road and unknown road"
801,500109961,2,-1,"[(116.30856199403036, 40.01924924125007)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口西北角300m","on the east side of Information Road, 300m from the northwest corner of the junction of Zhongguancun North Street and Information Road"
802,500109986,2,-1,"[(116.345372022477, 39.99946131123802)]",,,"清华东路东侧, 距离王庄路和清华东路交叉口东角950m","on the east side of Tsinghua East Road, 950m from the east corner of the junction of Shuangqing Road and Tsinghua East Road"
803,500110664,2,-1,"[(116.33421477965551, 39.99611550035336)]",,,"王庄路东侧, 距离清华东路和王庄路交叉口南角350m","on the east side of Wangzhuang Road, 350m from the south corner of the junction of Shuangqing Road and Wangzhuang Road"
804,500110678,2,-1,"[(116.30940017533425, 40.01905769296166)]",,,"信息路东侧, 距离中关村北大街和信息路交叉口北角300m","on the east side of Information Road, 300m from the north corner of the junction of Zhongguancun North Street and Information Road"
805,500110687,2,-1,"[(116.35595011303236, 40.01171386986406)]",,,"未知路名东侧, 距离京藏高速和未知路名交叉口北角250m","on the east side of unknown road, 250m from the north corner of the junction of Beijing-Tibet Expressway and unknown road"
806,500111159,2,-1,"[(116.34965102275346, 40.018333332339346)]",,,"京藏高速东侧, 距离清河桥和京藏高速交叉口东南角750m","on the east side of Beijing-Tibet Expressway, 750m from the southeast corner of the junction of Qinghe Bridge and Beijing-Tibet Expressway"
807,500111279,2,-1,"[(116.31247424235781, 40.01188225778078)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角50m以内","on the east side of Zhongguancun North Street, within 50m from the north corner of the junction of Heqing Road and Zhongguancun North Street"
