Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,english_aoi_name,Address
10989,500122392,2,-1,"[(116.30139277387896, 39.9755141039341)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口东北角100m"
10990,500122436,2,-1,"[(116.28980583215655, 39.99371474901452)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角150m"
10991,500122437,2,-1,"[(116.29732235158654, 39.96446157260366)]",,,"万柳东路东侧, 距离长春桥路和万柳东路交叉口北角600m"
10992,500122453,2,-1,"[(116.27382391379071, 40.01079293053923)]",,,"北五环东侧, 距离未知路名和北五环交叉口东北角1800m"
10993,500122454,2,-1,"[(116.36554197254364, 39.97661696484624)]",,,"花园东路东侧, 距离未知路名和花园东路交叉口东北角50m"
10994,500122491,2,-1,"[(116.33640450337529, 39.97391833357378)]",,,"知春路东侧, 距离大钟寺东路和知春路交叉口东角350m"
10995,500122519,2,-1,"[(116.33960212111896, 39.96476758390826)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角100m"
10996,500122521,2,-1,"[(116.36975305118187, 39.980647594878874)]",,,"龙翔路东侧, 距离G6辅路和龙翔路交叉口西角300m"
10997,500122539,2,-1,"[(116.3247503203058, 39.97913015269495)]",,,"中关村南路东侧, 距离中关村南三街和中关村南路交叉口东角250m"
10998,500122563,2,-1,"[(116.37256096963459, 39.97078515959502)]",,,"G6辅路东侧, 距离未知路名和G6辅路交叉口西南角100m"
10999,500122575,2,-1,"[(116.3737289246994, 39.976713824938685)]",,,"G6辅路东侧, 距离龙翔路和G6辅路交叉口南角450m"
11000,500122578,2,-1,"[(116.30322939898264, 39.97200098723749)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口东北角300m"
11001,500122583,2,-1,"[(116.29956038530365, 39.97333062986964)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口西南角100m"
11002,500122584,2,-1,"[(116.35821540388699, 39.965259205597135)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东南角200m"
11003,500122599,2,-1,"[(116.3389542472572, 40.010472129757275)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角550m"
11004,500122602,2,-1,"[(116.34202375137006, 39.962368650552065)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口北角350m"
11005,500122603,2,-1,"[(116.3006333648687, 39.983195123456795)]",,,"北四环西路辅路东侧, 距离未知路名和北四环西路辅路交叉口东南角50m"
11006,500122611,2,-1,"[(116.37404049991201, 39.96178413711508)]",,,"德胜门外大街东侧, 距离未知路名和德胜门外大街交叉口北角200m"
11007,500122621,2,-1,"[(116.35588795760681, 40.029443120803094)]",,,"龙岗路东侧, 距离永泰中路和龙岗路交叉口东角350m"
11008,500122623,2,-1,"[(116.3464448353365, 40.027520884999504)]",,,"永泰庄西路东侧, 距离龙岗路和永泰庄西路交叉口南角100m"
11009,500122626,2,-1,"[(116.37126349839001, 39.96739262394984)]",,,"未知路名东侧, 距离G6辅路和未知路名交叉口西角200m"
11010,500122633,2,-1,"[(116.3377993773672, 40.02972328725193)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角250m"
11011,500122638,2,-1,"[(116.29869665393248, 39.98814827295161)]",,,"颐和园路东侧, 距离芙蓉北路和颐和园路交叉口南角150m"
11012,500122643,2,-1,"[(116.30858316629154, 39.96190717214082)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角50m"
11013,500122660,2,-1,"[(116.30028625964474, 39.975551754124815)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口南角250m"
11014,500122665,2,-1,"[(116.30142431216434, 39.9627645581782)]",,,"万泉河路东侧, 距离万泉河路和万泉河路交叉口南角250m"
11015,500122675,2,-1,"[(116.31948365355423, 39.969560667685066)]",,,"科学院南路东侧, 距离双榆树北路和科学院南路交叉口南角200m"
11016,500122702,2,-1,"[(116.37128058143948, 39.96741377193577)]",,,"未知路名东侧, 距离G6辅路和未知路名交叉口西角200m"
11017,500122712,2,-1,"[(116.30326869870966, 39.97691071915401)]",,,"彩和坊路东侧, 距离海淀南路和彩和坊路交叉口北角250m"
11018,500122714,2,-1,"[(116.32720184977747, 39.99172073804146)]",,,"成府路东侧, 距离成府路和成府路交叉口西角200m"
11019,500122718,2,-1,"[(116.29623045919487, 39.972055783268914)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角150m"
11020,500122721,2,-1,"[(116.3367751387038, 39.96244811023981)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角650m"
11021,500122723,2,-1,"[(116.26224513024795, 40.00397366132728)]",,,"北五环东侧, 距离未知路名和北五环交叉口西南角1200m"
11022,500122732,2,-1,"[(116.39201611107545, 39.98700311985948)]",,,"北四环中路东侧, 距离北四环中路和北四环中路交叉口西角350m"
11023,500122739,2,-1,"[(116.33316448389247, 39.963560432999785)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角950m"
11024,500122740,2,-1,"[(116.26117494656245, 40.00695297174894)]",,,"黑山扈路东侧, 距离未知路名和黑山扈路交叉口南角350m"
11025,500122743,2,-1,"[(116.39552743085945, 39.97506321750669)]",,,"安贞路东侧, 距离安贞路和安贞路交叉口北角50m"
11026,500122755,2,-1,"[(116.37869473046004, 39.98083451219971)]",,,"民族园西路东侧, 距离未知路名和民族园西路交叉口东角350m"
11027,500122761,2,-1,"[(116.31892223998985, 39.990930873115374)]",,,"中关村北二街东侧, 距离成府路和中关村北二街交叉口东角250m"
11028,500122763,2,-1,"[(116.36918629918196, 39.96082899389947)]",,,"德胜门外大街东侧, 距离未知路名和德胜门外大街交叉口西南角200m"
11029,500122775,2,-1,"[(116.29750172545322, 39.966641182354685)]",,,"万泉庄路东侧, 距离万柳东路和万泉庄路交叉口东角150m"
11030,500122791,2,-1,"[(116.36116705639958, 39.966868432153994)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口西角100m"
11031,500122794,2,-1,"[(116.31698903082653, 39.97220534732991)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口西北角200m"
11032,500122799,2,-1,"[(116.3005890783542, 39.977534003634055)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东南角50m"
11033,500122804,2,-1,"[(116.30529767396948, 39.96177614033154)]",,,"北三环东侧, 距离西三环和北三环交叉口北角650m"
11034,500122819,2,-1,"[(116.33438644163425, 39.98251594084581)]",,,"大运村路东侧, 距离知春路和大运村路交叉口北角850m"
11035,500122838,2,-1,"[(116.36948071067333, 39.96708408291912)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口西角50m"
11036,500122848,2,-1,"[(116.3741985499194, 39.975733437556165)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西北角50m"
11037,500122866,2,-1,"[(116.30475542239142, 39.97544463662501)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
11038,500122867,2,-1,"[(116.31938716748148, 39.970221740627146)]",,,"科学院南路东侧, 距离双榆树北路和科学院南路交叉口南角150m"
11039,500122900,2,-1,"[(116.33960860389895, 39.96501285247066)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角100m"
11040,500122914,2,-1,"[(116.33429214518519, 40.02955979679451)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角550m"
11041,500122918,2,-1,"[(116.30169754227133, 39.97510990713255)]",,,"海淀南路东侧, 距离彩和坊路和海淀南路交叉口西北角100m"
11042,500122925,2,-1,"[(116.2952061591408, 39.96674501688397)]",,,"万泉庄路东侧, 距离万柳中路和万泉庄路交叉口东角350m"
11043,500122932,2,-1,"[(116.34013936120593, 40.02862913744514)]",,,"清河中街东侧, 距离毛纺路和清河中街交叉口东角750m"
11044,500122939,2,-1,"[(116.36687717506483, 39.97647714214216)]",,,"北土城西路东侧, 距离未知路名和北土城西路交叉口西角650m"
11045,500122944,2,-1,"[(116.36053316811149, 40.00527768486182)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角150m"
11046,500122947,2,-1,"[(116.37016008770381, 39.999866362476304)]",,,"大屯路东侧, 距离大屯路和大屯路交叉口西角350m"
11047,500122951,2,-1,"[(116.3596783187333, 39.97586008432268)]",,,"花园路东侧, 距离花园北路和花园路交叉口南角500m"
11048,500122965,2,-1,"[(116.33050765027986, 39.97490932485539)]",,,"知春路东侧, 距离中关村东路和知春路交叉口东角200m"
11049,500122967,2,-1,"[(116.30049370643444, 39.98274538585591)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口北角150m"
11050,500122979,2,-1,"[(116.31070026530644, 39.98158271976104)]",,,"中关村大街东侧, 距离未知路名和中关村大街交叉口南角200m"
11051,500122999,2,-1,"[(116.31891687164, 39.96496493890217)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东角250m"
11052,500123003,2,-1,"[(116.30116860292944, 39.977437419309474)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东角100m"
11053,500123007,2,-1,"[(116.34154463875997, 39.96341945625089)]",,,"北三环东侧, 距离未知路名和北三环交叉口东南角300m"
11054,500123013,2,-1,"[(116.35970888095088, 39.97106023539067)]",,,"花园路东侧, 距离北土城西路和花园路交叉口南角450m"
11055,500123015,2,-1,"[(116.3083014924639, 40.02773931555012)]",,,"上地南路东侧, 距离未知路名和上地南路交叉口东南角50m以内"
11056,500123026,2,-1,"[(116.31033338520686, 39.97727775797485)]",,,"丹棱街东侧, 距离海淀中街和丹棱街交叉口东角450m"
11057,500123032,2,-1,"[(116.26741928880718, 40.01965885067453)]",,,"天秀路东侧, 距离黑山扈路和天秀路交叉口东角550m"
11058,500123039,2,-1,"[(116.35975898362895, 39.96961022469568)]",,,"花园路东侧, 距离花园路和花园路交叉口北角100m"
11059,500123043,2,-1,"[(116.34731430702085, 40.02894667048462)]",,,"龙岗路东侧, 距离永泰庄西路和龙岗路交叉口东角50m"
11060,500123052,2,-1,"[(116.30577348560584, 39.976096230369265)]",,,"海淀中街东侧, 距离海淀南路和海淀中街交叉口北角150m"
11061,500123053,2,-1,"[(116.32387869706425, 39.966093393318324)]",,,"北三环东侧, 距离未知路名和北三环交叉口西角50m以内"
11062,500123054,2,-1,"[(116.32430329706895, 39.97927182593018)]",,,"中关村南路东侧, 距离中关村南三街和中关村南路交叉口东角250m"
11063,500123070,2,-1,"[(116.3342227195783, 40.02627008816814)]",,,"朱房路东侧, 距离未知路名和朱房路交叉口东角250m"
11064,500123078,2,-1,"[(116.39689507208534, 39.99430242082349)]",,,"慧忠路东侧, 距离慧忠路和慧忠路交叉口西北角100m"
11065,500123079,2,-1,"[(116.31508402389474, 39.966989194723716)]",,,"中关村大街东侧, 距离北三环西路和中关村大街交叉口北角100m"
11066,500123082,2,-1,"[(116.33129389145583, 39.99043719925113)]",,,"东升南路东侧, 距离中关村东路和东升南路交叉口东北角800m"
11067,500123085,2,-1,"[(116.30030151943052, 39.9760064131787)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口南角200m"
11068,500123091,2,-1,"[(116.30060521090357, 39.982173243542604)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角100m"
11069,500123105,2,-1,"[(116.3012623892728, 39.96311463012844)]",,,"万泉河路东侧, 距离万泉河路和万泉河路交叉口南角250m"
11070,500123114,2,-1,"[(116.28936366289855, 39.9918032763606)]",,,"万泉河路东侧, 距离颐和园路和万泉河路交叉口南角350m"
11071,500123139,2,-1,"[(116.39719562967468, 39.987300069118724)]",,,"北四环中路东侧, 距离未知路名和北四环中路交叉口西北角50m"
11072,500123144,2,-1,"[(116.39447466161266, 39.99676239540888)]",,,"湖景东路东侧, 距离慧忠路和湖景东路交叉口东北角300m"
11073,500123173,2,-1,"[(116.34555025301778, 40.010470520948594)]",,,"学清路东侧, 距离月泉路和学清路交叉口南角350m"
11074,500123179,2,-1,"[(116.37456009753136, 39.97938770844538)]",,,"京藏高速东侧, 距离未知路名和京藏高速交叉口北角750m"
11075,500123195,2,-1,"[(116.3022123211181, 39.97726491357461)]",,,"彩和坊路东侧, 距离丹棱街和彩和坊路交叉口南角50m"
11076,500123199,2,-1,"[(116.37619719098406, 39.96011966756668)]",,,"黄寺大街东侧, 距离德胜门外大街和黄寺大街交叉口东南角200m"
11077,500123214,2,-1,"[(116.3403222436292, 39.963457870717164)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东南角150m"
11078,500123215,2,-1,"[(116.3364062626266, 39.96002888478436)]",,,"四道口路东侧, 距离北三环西路和四道口路交叉口东南角750m"
11079,500123238,2,-1,"[(116.29892176420796, 39.964230959782)]",,,"万泉河路东侧, 距离万泉河路和万泉河路交叉口西南角100m"
11080,500123240,2,-1,"[(116.28641485518186, 40.0219163219997)]",,,"农大南路东侧, 距离天秀路和农大南路交叉口东角850m"
11081,500123250,2,-1,"[(116.34724445033058, 40.02892678824346)]",,,"龙岗路东侧, 距离永泰庄西路和龙岗路交叉口东角50m"
11082,500123252,2,-1,"[(116.33038691430959, 39.9720468189689)]",,,"大钟寺东路东侧, 距离知春路和大钟寺东路交叉口南角300m"
11083,500123271,2,-1,"[(116.3319047995733, 39.97234878694412)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角650m"
11084,500123273,2,-1,"[(116.29958665529257, 39.97392732041333)]",,,"海淀南路东侧, 距离万泉河路和海淀南路交叉口东角350m"
11085,500123281,2,-1,"[(116.30067140215043, 39.98275809288325)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角150m"
11086,500123292,2,-1,"[(116.3892894012291, 39.966154629505525)]",,,"未知路名东侧, 距离鼓楼外大街和未知路名交叉口东北角100m"
11087,500123309,2,-1,"[(116.31234414615041, 40.0149523628585)]",,,"中关村北大街东侧, 距离荷清路和中关村北大街交叉口北角350m"
11088,500123328,2,-1,"[(116.36054815300187, 39.96604929373463)]",,,"北三环东侧, 距离北三环和北三环交叉口东角250m"
11089,500123337,2,-1,"[(116.30419707365625, 39.974279159330685)]",,,"海淀南路东侧, 距离海淀中街和海淀南路交叉口西角50m"
11090,500123388,2,-1,"[(116.30403699801315, 39.97756931453575)]",,,"丹棱街东侧, 距离彩和坊路和丹棱街交叉口东角150m"
11091,500123392,2,-1,"[(116.3065220022764, 39.97508490423627)]",,,"海淀南路东侧, 距离中关村大街和海淀南路交叉口西角400m"
11092,500123395,2,-1,"[(116.2902249000548, 39.969942848783376)]",,,"万柳中路东侧, 距离万泉庄路和万柳中路交叉口北角300m"
11093,500123396,2,-1,"[(116.28977532848899, 39.97281342524685)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
11094,500123407,2,-1,"[(116.35525716460285, 39.966126812163814)]",,,"北三环东侧, 距离未知路名和北三环交叉口东角150m"
11095,500123425,2,-1,"[(116.34170572647132, 39.9654380706116)]",,,"未知路名东侧, 距离北三环西路和未知路名交叉口南角100m"
11096,500123433,2,-1,"[(116.39779948908064, 40.00611359930029)]",,,"科荟路东侧, 距离北辰东路和科荟路交叉口东南角300m"
11097,500123461,2,-1,"[(116.34557605562638, 40.028926062205926)]",,,"龙岗路东侧, 距离永泰庄西路和龙岗路交叉口西角50m"
11098,500123464,2,-1,"[(116.31033338520686, 39.97727775797485)]",,,"丹棱街东侧, 距离海淀中街和丹棱街交叉口东角450m"
11099,500123466,2,-1,"[(116.35981417262137, 39.97103220117882)]",,,"花园路东侧, 距离花园路和花园路交叉口北角250m"
11100,500123482,2,-1,"[(116.35951539351493, 39.97287218475598)]",,,"花园路东侧, 距离北土城西路和花园路交叉口南角250m"
11101,500123484,2,-1,"[(116.37628530378356, 39.96123621666022)]",,,"黄寺大街东侧, 距离德胜门外大街和黄寺大街交叉口东角200m"
11102,500123502,2,-1,"[(116.29840605221331, 39.971809117664144)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角300m"
11103,500123504,2,-1,"[(116.30091221238905, 39.98352216000068)]",,,"北四环西路东侧, 距离未知路名和北四环西路交叉口东角300m"
11104,500123513,2,-1,"[(116.33293682348398, 40.02839124352632)]",,,"清河中街东侧, 距离毛纺路和清河中街交叉口东南角150m"
11105,500123529,2,-1,"[(116.29835841170086, 39.979529206438926)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口西南角150m"
11106,500123538,2,-1,"[(116.30227219291262, 39.96567294438369)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角100m"
11107,500123560,2,-1,"[(116.31786234117938, 39.9895491359657)]",,,"中关村北二街东侧, 距离成府路和中关村北二街交叉口东南角150m"
11108,500123572,2,-1,"[(116.33274870615966, 40.00530381910147)]",,,"荷清路东侧, 距离清华东路和荷清路交叉口北角650m"
11109,500123576,2,-1,"[(116.33306553407813, 39.963024086843454)]",,,"四道口路东侧, 距离北三环西路和四道口路交叉口南角300m"
11110,500123580,2,-1,"[(116.28952371623683, 39.98916314272607)]",,,"新建宫门路东侧, 距离万泉河路和新建宫门路交叉口西角300m"
11111,500123596,2,-1,"[(116.30454977699499, 39.9761545135903)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角150m"
11112,500123617,2,-1,"[(116.36212580629599, 39.96483725096599)]",,,"师大北路东侧, 距离新街口外大街和师大北路交叉口西北角150m"
11113,500123643,2,-1,"[(116.3518395780433, 39.99663080260813)]",,,"清华东路东侧, 距离学院路和清华东路交叉口东南角400m"
11114,500123668,2,-1,"[(116.30058240543862, 39.981887192095215)]",,,"苏州街东侧, 距离海淀大街和苏州街交叉口东北角50m"
11115,500123684,2,-1,"[(116.30400162025123, 39.97615931523143)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口西南角150m"
11116,500123691,2,-1,"[(116.29595892614569, 39.981245359360464)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角250m"
11117,500123699,2,-1,"[(116.31701266877288, 39.96676650369671)]",,,"北三环西路东侧, 距离科学院南路和北三环西路交叉口西角200m"
11118,500123715,2,-1,"[(116.35941706989641, 39.98901990462725)]",,,"志新西路东侧, 距离北四环中路和志新西路交叉口北角300m"
11119,500123738,2,-1,"[(116.33519814373226, 39.96346276932519)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口西北角800m"
11120,500123818,2,-1,"[(116.27861837705206, 40.00710750658389)]",,,"圆明园西路东侧, 距离圆明园西路和圆明园西路交叉口西南角150m"
11121,500123822,2,-1,"[(116.31391034067406, 39.9930228513155)]",,,"清华南路东侧, 距离中关村北二街和清华南路交叉口西北角250m"
11122,500123852,2,-1,"[(116.29663184154246, 39.973410642017114)]",,,"海淀南路东侧, 距离万泉河路和海淀南路交叉口东角50m"
11123,500123873,2,-1,"[(116.30476572382382, 39.97541808706538)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
11124,500123886,2,-1,"[(116.3818149384892, 39.96592460254385)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口东角250m"
11125,500123889,2,-1,"[(116.29868778502409, 39.97175904616753)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角300m"
11126,500123896,2,-1,"[(116.30198533917094, 39.965909417066335)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角150m"
11127,500123897,2,-1,"[(116.38715823057115, 39.98127476326609)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口南角100m"
11128,500123907,2,-1,"[(116.35924036547274, 39.96549110371556)]",,,"师大北路东侧, 距离未知路名和师大北路交叉口东南角50m"
11129,500123957,2,-1,"[(116.28664860712593, 39.98895744218283)]",,,"圆明园西路东侧, 距离未知路名和圆明园西路交叉口南角2000m"
11130,500123961,2,-1,"[(116.36013883192524, 39.96592985280665)]",,,"师大北路东侧, 距离未知路名和师大北路交叉口东角150m"
11131,500123963,2,-1,"[(116.31215582988574, 40.00509317588076)]",,,"未知路名东侧, 距离中关村北大街和未知路名交叉口南角700m"
11132,500123972,2,-1,"[(116.36377150083003, 39.97889458480033)]",,,"花园东路东侧, 距离龙翔路和花园东路交叉口南角150m"
11133,500123975,2,-1,"[(116.35211637353407, 40.017639430821866)]",,,"G6辅路东侧, 距离域清街和G6辅路交叉口北角150m"
11134,500123978,2,-1,"[(116.31646195111172, 39.98780475830779)]",,,"中关村南一街东侧, 距离中关村北二街和中关村南一街交叉口西北角350m"
11135,500123986,2,-1,"[(116.33296284674717, 39.9688749362861)]",,,"大钟寺东路东侧, 距离北三环西路和大钟寺东路交叉口北角250m"
11136,500123990,2,-1,"[(116.35546609614548, 39.97157628332585)]",,,"花园路东侧, 距离北土城西路和花园路交叉口西南角400m"
11137,500123993,2,-1,"[(116.2993375756657, 39.97059788456125)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口西北角150m"
11138,500123994,2,-1,"[(116.37054110816338, 39.98823645979832)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口西南角50m以内"
11139,500124008,2,-1,"[(116.33810508390685, 39.961671364312075)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口北角500m"
11140,500124042,2,-1,"[(116.32695359123194, 39.992225384922996)]",,,"中关村东路东侧, 距离双清路和中关村东路交叉口南角150m"
11141,500124071,2,-1,"[(116.33807586006212, 39.96208042828962)]",,,"四道口路东侧, 距离交大东路和四道口路交叉口北角550m"
11142,500124080,2,-1,"[(116.35999847655305, 39.970509861205144)]",,,"花园路东侧, 距离花园路和花园路交叉口北角200m"
11143,500124083,2,-1,"[(116.33113931376808, 40.029245733528036)]",,,"毛纺路东侧, 距离朱房路和毛纺路交叉口北角250m"
11144,500124090,2,-1,"[(116.35273372850588, 40.029267908098035)]",,,"龙岗路东侧, 距离永泰中路和龙岗路交叉口东角50m"
11145,500124093,2,-1,"[(116.33172526652294, 39.97187714444099)]",,,"大钟寺东路东侧, 距离知春路和大钟寺东路交叉口南角350m"
11146,500124097,2,-1,"[(116.29529436862424, 39.979664351844875)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角100m"
11147,500124117,2,-1,"[(116.28977532848899, 39.97281342524685)]",,,"巴沟路东侧, 距离蓝靛厂北路和巴沟路交叉口东角800m"
11148,500124118,2,-1,"[(116.30035466004516, 39.97741584554718)]",,,"丹棱街东侧, 距离苏州街和丹棱街交叉口东南角50m以内"
11149,500124125,2,-1,"[(116.35966877848432, 39.97238023751536)]",,,"花园路东侧, 距离北土城西路和花园路交叉口南角300m"
11150,500124137,2,-1,"[(116.3328940406331, 39.96068539145955)]",,,"四道口路东侧, 距离北三环西路和四道口路交叉口南角450m"
11151,500124143,2,-1,"[(116.29512913972725, 40.02376269252825)]",,,"未知路名东侧, 距离树村路和未知路名交叉口南角50m"
11152,500124148,2,-1,"[(116.33282545047989, 40.029552541076804)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角700m"
11153,500124152,2,-1,"[(116.33853270986572, 40.029781979573514)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角200m"
11154,500124153,2,-1,"[(116.36400270890155, 39.96673478464166)]",,,"北三环东侧, 距离北三环和北三环交叉口西角350m"
11155,500124182,2,-1,"[(116.32722563104664, 39.97119572644627)]",,,"中关村东路东侧, 距离双榆树北路和中关村东路交叉口西南角50m"
11156,500124185,2,-1,"[(116.30477065188401, 39.9754217220052)]",,,"海淀中街东侧, 距离丹棱街和海淀中街交叉口南角200m"
11157,500124191,2,-1,"[(116.30480039549441, 40.01711623359008)]",,,"北五环东侧, 距离未知路名和北五环交叉口西角750m"
11158,500124194,2,-1,"[(116.32303171983818, 40.02522579778096)]",,,"朱房路东侧, 距离清河中街和朱房路交叉口南角350m"
11159,500124213,2,-1,"[(116.2996067505039, 39.972847329054815)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口南角150m"
11160,500124225,2,-1,"[(116.34565112200958, 40.027996638212684)]",,,"龙岗路东侧, 距离未知路名和龙岗路交叉口东角200m"
11161,500124229,2,-1,"[(116.30046463348792, 39.9758457172256)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角150m"
11162,500124243,2,-1,"[(116.3008538310782, 39.97590503438989)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口北角150m"
11163,500124244,2,-1,"[(116.39927982351429, 39.960493977580995)]",,,"黄寺大街东侧, 距离鼓楼外大街和黄寺大街交叉口东角900m"
11164,500124277,2,-1,"[(116.33386310425263, 40.029600595359994)]",,,"清河中街东侧, 距离未知路名和清河中街交叉口西角600m"
11165,500124283,2,-1,"[(116.29703322143423, 39.97475930384613)]",,,"海淀南路东侧, 距离苏州街和海淀南路交叉口西角200m"
11166,500124284,2,-1,"[(116.36380103778833, 39.982174414116635)]",,,"花园东路东侧, 距离龙翔路和花园东路交叉口北角150m"
11167,500124292,2,-1,"[(116.28390175579457, 40.015305755753204)]",,,"未知路名东侧, 距离北五环和未知路名交叉口西北角600m"
11168,500124326,2,-1,"[(116.29697208779758, 39.972021861874744)]",,,"万泉河路东侧, 距离未知路名和万泉河路交叉口北角50m"
11169,500124329,2,-1,"[(116.3180000249515, 39.984250476715246)]",,,"未知路名东侧, 距离北四环西路辅路和未知路名交叉口东角300m"
11170,500124330,2,-1,"[(116.37767600157207, 39.96919079177727)]",,,"裕民西路东侧, 距离裕民路和裕民西路交叉口南角250m"
11171,500124338,2,-1,"[(116.2951536175488, 39.966639290760526)]",,,"万泉庄路东侧, 距离万柳中路和万泉庄路交叉口东角350m"
11172,500124345,2,-1,"[(116.3048672546919, 39.96153845802296)]",,,"北三环西路东侧, 距离未知路名和北三环西路交叉口东角50m"
11173,500124351,2,-1,"[(116.31768769508199, 39.97014409163149)]",,,"科学院南路东侧, 距离双榆树北路和科学院南路交叉口西南角150m"
11174,500124359,2,-1,"[(116.2807635899842, 40.02150412354311)]",,,"农大南路东侧, 距离天秀路和农大南路交叉口东北角350m"
11175,500124386,2,-1,"[(116.33832571857529, 40.00970830436373)]",,,"双清路东侧, 距离林业大学北路和双清路交叉口东北角450m"
11176,500124392,2,-1,"[(116.31883644384197, 39.99087504021816)]",,,"中关村北二街东侧, 距离成府路和中关村北二街交叉口东角250m"
11177,500124407,2,-1,"[(116.30109305701565, 39.97153770565899)]",,,"苏州街东侧, 距离万泉河路和苏州街交叉口北角300m"
11178,500124415,2,-1,"[(116.33763521597953, 40.02557382096154)]",,,"朱房路东侧, 距离未知路名和朱房路交叉口东角500m"
11179,500124418,2,-1,"[(116.30349797177539, 39.978860229762795)]",,,"善缘街东侧, 距离彩和坊路和善缘街交叉口东角100m"
11180,500124420,2,-1,"[(116.30011334062466, 39.97175318094975)]",,,"苏州街东侧, 距离海淀南路和苏州街交叉口南角250m"
11181,500124434,2,-1,"[(116.30103197287642, 39.97907890253946)]",,,"苏州街东侧, 距离丹棱街和苏州街交叉口东北角150m"
11182,500124436,2,-1,"[(116.29444025504516, 40.02528375006264)]",,,"树村路东侧, 距离农大南路和树村路交叉口北角150m"
11183,500124453,2,-1,"[(116.33207157959926, 39.99474555013836)]",,,"荷清路东侧, 距离成府路和荷清路交叉口北角350m"
11184,500124460,2,-1,"[(116.38053927974556, 40.003327326209856)]",,,"大屯路东侧, 距离大屯路和大屯路交叉口东北角400m"
11185,500124466,2,-1,"[(116.28405537688255, 40.01823565051274)]",,,"未知路名东侧, 距离未知路名和未知路名交叉口西南角50m"
11186,500124468,2,-1,"[(116.36942489902025, 39.96941839643928)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口北角50m"
11187,500124476,2,-1,"[(116.35970024142676, 40.02823124429069)]",,,"清河路东侧, 距离永泰庄东路和清河路交叉口西角50m"
11188,500124483,2,-1,"[(116.36971613191581, 39.96956278981249)]",,,"北三环中路东侧, 距离未知路名和北三环中路交叉口北角50m"
11189,500124490,2,-1,"[(116.32278580356446, 39.971564235655194)]",,,"双榆树北路东侧, 距离科学院南路和双榆树北路交叉口东角300m"
